what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437933399670
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1437933403623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1437933406037
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1437933424872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1437933431193
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437933435639
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1437933440256
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437933442343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1437933443552
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1437933471559
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1437933496458
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437933497985
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1437933503035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1437933532038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933533235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933601884
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437933604724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933609642
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933610391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933610891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933611780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933616853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933618897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1437933618913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933621352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933649395
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1437933656612
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1437933656628
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1437933656721
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1437933656721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933657828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933668961
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437933669913
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1437933674849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1437933726184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933726605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933758974
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437933761845
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1437933765137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933773503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933798198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933800881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933825011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933840222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933863891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1437933876733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437933882233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437933892336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437934083828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1437934088094
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437934101786
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1437934106103
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437934108228
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1437934116198
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1437934117899
